"CubeId";"snbiproga"
"PublishingDate";"2025-03-26 15:00"

"Date";"D0";"D1";"Value"
"2005";"M2018PL075P";"BI";
"2005";"M2018PL075P";"P";
"2005";"J2018PL075P";"BI";
"2005";"J2018PL075P";"P";
"2005";"S2018PL075P";"BI";
"2005";"S2018PL075P";"P";
"2005";"D2018PL075P";"BI";
"2005";"D2018PL075P";"P";
"2005";"M2019PL075P";"BI";
"2005";"M2019PL075P";"P";
"2005";"J2019PP075P";"BI";
"2005";"J2019PP075P";"P";
"2005";"S2019PP075P";"BI";
"2005";"S2019PP075P";"P";
"2005";"D2019PP075P";"BI";
"2005";"D2019PP075P";"P";
"2005";"M2020PP075P";"BI";
"2005";"M2020PP075P";"P";
"2005";"J2020PP075P";"BI";
"2005";"J2020PP075P";"P";
"2005";"S2020PP075P";"BI";
"2005";"S2020PP075P";"P";
"2005";"D2020PP075P";"BI";
"2005";"D2020PP075P";"P";
"2005";"M2021PP075P";"BI";
"2005";"M2021PP075P";"P";
"2005";"J2021POFFP";"BI";
"2005";"J2021POFFP";"P";
"2005";"S2021POFFP";"BI";
"2005";"S2021POFFP";"P";
"2005";"D2021POFFP";"BI";
"2005";"D2021POFFP";"P";
"2005";"M2022POFFP";"BI";
"2005";"M2022POFFP";"P";
"2005";"J2022POFFP";"BI";
"2005";"J2022POFFP";"P";
"2005";"S2022POFFP";"BI";
"2005";"S2022POFFP";"P";
"2005";"D2022POFFP";"BI";
"2005";"D2022POFFP";"P";
"2005";"M2023POFFP";"BI";
"2005";"M2023POFFP";"P";
"2005";"J2023POFFP";"BI";
"2005";"J2023POFFP";"P";
"2005";"S2023POFFP";"BI";
"2005";"S2023POFFP";"P";
"2005";"D2023POFFP";"BI";
"2005";"D2023POFFP";"P";
"2005";"M2024POFFP";"BI";
"2005";"M2024POFFP";"P";
"2005";"J2024POFFP";"BI";
"2005";"J2024POFFP";"P";
"2005";"S2024POFFP";"BI";
"2005";"S2024POFFP";"P";
"2005";"D2024POFFP";"BI";
"2005";"D2024POFFP";"P";
"2005";"M2025POFFP";"BI";
"2005";"M2025POFFP";"P";
"2006";"J2004PL05P";"BI";
"2006";"J2004PL05P";"P";"2"
"2006";"S2004PL075P";"BI";
"2006";"S2004PL075P";"P";"1.7"
"2006";"D2004PL075P";"BI";
"2006";"D2004PL075P";"P";"1.3"
"2006";"M2005PL075P";"BI";
"2006";"M2005PL075P";"P";"1"
"2006";"J2005PL075P";"BI";
"2006";"J2005PL075P";"P";"0.5"
"2006";"S2005PL075P";"BI";
"2006";"S2005PL075P";"P";"0.8"
"2006";"D2005PL100P";"BI";
"2006";"D2005PL100P";"P";"0.8"
"2006";"M2006PL125P";"BI";
"2006";"M2006PL125P";"P";"1"
"2006";"J2006PL15P0";"BI";
"2006";"J2006PL15P0";"P";"1.2"
"2006";"S2006PL175P";"BI";
"2006";"S2006PL175P";"P";"1.3"
"2006";"D2006PL200P";"BI";
"2006";"D2006PL200P";"P";"1.1"
"2006";"M2007PL225P";"BI";
"2006";"M2007PL225P";"P";
"2006";"J2007PL250P";"BI";
"2006";"J2007PL250P";"P";
"2006";"S2007PL275P";"BI";
"2006";"S2007PL275P";"P";
"2006";"D2007PL275P";"BI";
"2006";"D2007PL275P";"P";
"2006";"M2008PL275P";"BI";
"2006";"M2008PL275P";"P";
"2006";"J2008PL275P";"BI";
"2006";"J2008PL275P";"P";
"2006";"S2008PL275P";"BI";
"2006";"S2008PL275P";"P";
"2006";"D2008PL050P";"BI";"1.1"
"2006";"D2008PL050P";"P";
"2006";"M2009PL025P";"BI";"1.1"
"2006";"M2009PL025P";"P";
"2006";"J2009PL025P";"BI";"1.1"
"2006";"J2009PL025P";"P";
"2006";"S2009PL025P";"BI";"1.1"
"2006";"S2009PL025P";"P";
"2006";"D2009PL025P";"BI";"1.1"
"2006";"D2009PL025P";"P";
"2006";"M2010PL025P";"BI";
"2006";"M2010PL025P";"P";
"2006";"J2010PL025P";"BI";
"2006";"J2010PL025P";"P";
"2006";"S2010PL025P";"BI";
"2006";"S2010PL025P";"P";
"2006";"D2010PL025P";"BI";
"2006";"D2010PL025P";"P";
"2006";"M2011PL025P";"BI";
"2006";"M2011PL025P";"P";
"2006";"J2011PL025P";"BI";
"2006";"J2011PL025P";"P";
"2006";"S2011PL000P";"BI";
"2006";"S2011PL000P";"P";
"2006";"D2011PL000P";"BI";
"2006";"D2011PL000P";"P";
"2006";"M2012PL000P";"BI";
"2006";"M2012PL000P";"P";
"2006";"J2012PL000P";"BI";
"2006";"J2012PL000P";"P";
"2006";"S2012PL000P";"BI";
"2006";"S2012PL000P";"P";
"2006";"D2012PL000P";"BI";
"2006";"D2012PL000P";"P";
"2006";"M2013PL000P";"BI";
"2006";"M2013PL000P";"P";
"2006";"J2013PL000P";"BI";
"2006";"J2013PL000P";"P";
"2006";"S2013PL000P";"BI";
"2006";"S2013PL000P";"P";
"2006";"D2013PL000P";"BI";
"2006";"D2013PL000P";"P";
"2006";"M2014PL000P";"BI";
"2006";"M2014PL000P";"P";
"2006";"J2014PL000P";"BI";
"2006";"J2014PL000P";"P";
"2006";"S2014PL000P";"BI";
"2006";"S2014PL000P";"P";
"2006";"D2014PL000P";"BI";
"2006";"D2014PL000P";"P";
"2006";"M2015PL075P";"BI";
"2006";"M2015PL075P";"P";
"2006";"J2015PL075P";"BI";
"2006";"J2015PL075P";"P";
"2006";"S2015PL075P";"BI";
"2006";"S2015PL075P";"P";
"2006";"D2015PL075P";"BI";
"2006";"D2015PL075P";"P";
"2006";"M2016PL075P";"BI";
"2006";"M2016PL075P";"P";
"2006";"J2016PL075P";"BI";
"2006";"J2016PL075P";"P";
"2006";"S2016PL075P";"BI";
"2006";"S2016PL075P";"P";
"2006";"D2016PL075P";"BI";
"2006";"D2016PL075P";"P";
"2006";"M2017PL075P";"BI";
"2006";"M2017PL075P";"P";
"2006";"J2017PL075P";"BI";
"2006";"J2017PL075P";"P";
"2006";"S2017PL075P";"BI";
"2006";"S2017PL075P";"P";
"2006";"D2017PL075P";"BI";
"2006";"D2017PL075P";"P";
"2006";"M2018PL075P";"BI";
"2006";"M2018PL075P";"P";
"2006";"J2018PL075P";"BI";
"2006";"J2018PL075P";"P";
"2006";"S2018PL075P";"BI";
"2006";"S2018PL075P";"P";
"2006";"D2018PL075P";"BI";
"2006";"D2018PL075P";"P";
"2006";"M2019PL075P";"BI";
"2006";"M2019PL075P";"P";
"2006";"J2019PP075P";"BI";
"2006";"J2019PP075P";"P";
"2006";"S2019PP075P";"BI";
"2006";"S2019PP075P";"P";
"2006";"D2019PP075P";"BI";
"2006";"D2019PP075P";"P";
"2006";"M2020PP075P";"BI";
"2006";"M2020PP075P";"P";
"2006";"J2020PP075P";"BI";
"2006";"J2020PP075P";"P";
"2006";"S2020PP075P";"BI";
"2006";"S2020PP075P";"P";
"2006";"D2020PP075P";"BI";
"2006";"D2020PP075P";"P";
"2006";"M2021PP075P";"BI";
"2006";"M2021PP075P";"P";
"2006";"J2021POFFP";"BI";
"2006";"J2021POFFP";"P";
"2006";"S2021POFFP";"BI";
"2006";"S2021POFFP";"P";
"2006";"D2021POFFP";"BI";
"2006";"D2021POFFP";"P";
"2006";"M2022POFFP";"BI";
"2006";"M2022POFFP";"P";
"2006";"J2022POFFP";"BI";
"2006";"J2022POFFP";"P";
"2006";"S2022POFFP";"BI";
"2006";"S2022POFFP";"P";
"2006";"D2022POFFP";"BI";
"2006";"D2022POFFP";"P";
"2006";"M2023POFFP";"BI";
"2006";"M2023POFFP";"P";
"2006";"J2023POFFP";"BI";
"2006";"J2023POFFP";"P";
"2006";"S2023POFFP";"BI";
"2006";"S2023POFFP";"P";
"2006";"D2023POFFP";"BI";
"2006";"D2023POFFP";"P";
"2006";"M2024POFFP";"BI";
"2006";"M2024POFFP";"P";
"2006";"J2024POFFP";"BI";
"2006";"J2024POFFP";"P";
"2006";"S2024POFFP";"BI";
"2006";"S2024POFFP";"P";
"2006";"D2024POFFP";"BI";
"2006";"D2024POFFP";"P";
"2006";"M2025POFFP";"BI";
"2006";"M2025POFFP";"P";
"2007";"J2004PL05P";"BI";
"2007";"J2004PL05P";"P";
"2007";"S2004PL075P";"BI";
"2007";"S2004PL075P";"P";
"2007";"D2004PL075P";"BI";
"2007";"D2004PL075P";"P";
"2007";"M2005PL075P";"BI";
"2007";"M2005PL075P";"P";"2.1"
"2007";"J2005PL075P";"BI";
"2007";"J2005PL075P";"P";"1.4"
"2007";"S2005PL075P";"BI";
"2007";"S2005PL075P";"P";"1.4"
"2007";"D2005PL100P";"BI";
"2007";"D2005PL100P";"P";"1.2"
"2007";"M2006PL125P";"BI";
"2007";"M2006PL125P";"P";"1.1"
"2007";"J2006PL15P0";"BI";
"2007";"J2006PL15P0";"P";"1.2"
"2007";"S2006PL175P";"BI";
"2007";"S2006PL175P";"P";"1.1"
"2007";"D2006PL200P";"BI";
"2007";"D2006PL200P";"P";"0.4"
"2007";"M2007PL225P";"BI";
"2007";"M2007PL225P";"P";"0.5"
"2007";"J2007PL250P";"BI";
"2007";"J2007PL250P";"P";"0.8"
"2007";"S2007PL275P";"BI";
"2007";"S2007PL275P";"P";"0.6"
"2007";"D2007PL275P";"BI";
"2007";"D2007PL275P";"P";"0.7"
"2007";"M2008PL275P";"BI";
"2007";"M2008PL275P";"P";
"2007";"J2008PL275P";"BI";
"2007";"J2008PL275P";"P";
"2007";"S2008PL275P";"BI";
"2007";"S2008PL275P";"P";
"2007";"D2008PL050P";"BI";"0.7"
"2007";"D2008PL050P";"P";
"2007";"M2009PL025P";"BI";"0.7"
"2007";"M2009PL025P";"P";
"2007";"J2009PL025P";"BI";"0.7"
"2007";"J2009PL025P";"P";
"2007";"S2009PL025P";"BI";"0.7"
"2007";"S2009PL025P";"P";
"2007";"D2009PL025P";"BI";"0.7"
"2007";"D2009PL025P";"P";
"2007";"M2010PL025P";"BI";"0.7"
"2007";"M2010PL025P";"P";
"2007";"J2010PL025P";"BI";"0.7"
"2007";"J2010PL025P";"P";
"2007";"S2010PL025P";"BI";"0.7"
"2007";"S2010PL025P";"P";
"2007";"D2010PL025P";"BI";"0.7"
"2007";"D2010PL025P";"P";
"2007";"M2011PL025P";"BI";
"2007";"M2011PL025P";"P";
"2007";"J2011PL025P";"BI";
"2007";"J2011PL025P";"P";
"2007";"S2011PL000P";"BI";
"2007";"S2011PL000P";"P";
"2007";"D2011PL000P";"BI";
"2007";"D2011PL000P";"P";
"2007";"M2012PL000P";"BI";
"2007";"M2012PL000P";"P";
"2007";"J2012PL000P";"BI";
"2007";"J2012PL000P";"P";
"2007";"S2012PL000P";"BI";
"2007";"S2012PL000P";"P";
"2007";"D2012PL000P";"BI";
"2007";"D2012PL000P";"P";
"2007";"M2013PL000P";"BI";
"2007";"M2013PL000P";"P";
"2007";"J2013PL000P";"BI";
"2007";"J2013PL000P";"P";
"2007";"S2013PL000P";"BI";
"2007";"S2013PL000P";"P";
"2007";"D2013PL000P";"BI";
"2007";"D2013PL000P";"P";
"2007";"M2014PL000P";"BI";
"2007";"M2014PL000P";"P";
"2007";"J2014PL000P";"BI";
"2007";"J2014PL000P";"P";
"2007";"S2014PL000P";"BI";
"2007";"S2014PL000P";"P";
"2007";"D2014PL000P";"BI";
"2007";"D2014PL000P";"P";
"2007";"M2015PL075P";"BI";
"2007";"M2015PL075P";"P";
"2007";"J2015PL075P";"BI";
"2007";"J2015PL075P";"P";
"2007";"S2015PL075P";"BI";
"2007";"S2015PL075P";"P";
"2007";"D2015PL075P";"BI";
"2007";"D2015PL075P";"P";
"2007";"M2016PL075P";"BI";
"2007";"M2016PL075P";"P";
"2007";"J2016PL075P";"BI";
"2007";"J2016PL075P";"P";
"2007";"S2016PL075P";"BI";
"2007";"S2016PL075P";"P";
"2007";"D2016PL075P";"BI";
"2007";"D2016PL075P";"P";
"2007";"M2017PL075P";"BI";
"2007";"M2017PL075P";"P";
"2007";"J2017PL075P";"BI";
"2007";"J2017PL075P";"P";
"2007";"S2017PL075P";"BI";
"2007";"S2017PL075P";"P";
"2007";"D2017PL075P";"BI";
"2007";"D2017PL075P";"P";
"2007";"M2018PL075P";"BI";
"2007";"M2018PL075P";"P";
"2007";"J2018PL075P";"BI";
"2007";"J2018PL075P";"P";
"2007";"S2018PL075P";"BI";
"2007";"S2018PL075P";"P";
"2007";"D2018PL075P";"BI";
"2007";"D2018PL075P";"P";
"2007";"M2019PL075P";"BI";
"2007";"M2019PL075P";"P";
"2007";"J2019PP075P";"BI";
"2007";"J2019PP075P";"P";
"2007";"S2019PP075P";"BI";
"2007";"S2019PP075P";"P";
"2007";"D2019PP075P";"BI";
"2007";"D2019PP075P";"P";
"2007";"M2020PP075P";"BI";
"2007";"M2020PP075P";"P";
"2007";"J2020PP075P";"BI";
"2007";"J2020PP075P";"P";
"2007";"S2020PP075P";"BI";
"2007";"S2020PP075P";"P";
"2007";"D2020PP075P";"BI";
"2007";"D2020PP075P";"P";
"2007";"M2021PP075P";"BI";
"2007";"M2021PP075P";"P";
"2007";"J2021POFFP";"BI";
"2007";"J2021POFFP";"P";
"2007";"S2021POFFP";"BI";
"2007";"S2021POFFP";"P";
"2007";"D2021POFFP";"BI";
"2007";"D2021POFFP";"P";
"2007";"M2022POFFP";"BI";
"2007";"M2022POFFP";"P";
"2007";"J2022POFFP";"BI";
"2007";"J2022POFFP";"P";
"2007";"S2022POFFP";"BI";
"2007";"S2022POFFP";"P";
"2007";"D2022POFFP";"BI";
"2007";"D2022POFFP";"P";
"2007";"M2023POFFP";"BI";
"2007";"M2023POFFP";"P";
"2007";"J2023POFFP";"BI";
"2007";"J2023POFFP";"P";
"2007";"S2023POFFP";"BI";
"2007";"S2023POFFP";"P";
"2007";"D2023POFFP";"BI";
"2007";"D2023POFFP";"P";
"2007";"M2024POFFP";"BI";
"2007";"M2024POFFP";"P";
"2007";"J2024POFFP";"BI";
"2007";"J2024POFFP";"P";
"2007";"S2024POFFP";"BI";
"2007";"S2024POFFP";"P";
"2007";"D2024POFFP";"BI";
"2007";"D2024POFFP";"P";
"2007";"M2025POFFP";"BI";
"2007";"M2025POFFP";"P";
"2008";"J2004PL05P";"BI";
"2008";"J2004PL05P";"P";
"2008";"S2004PL075P";"BI";
"2008";"S2004PL075P";"P";
"2008";"D2004PL075P";"BI";
"2008";"D2004PL075P";"P";
"2008";"M2005PL075P";"BI";
"2008";"M2005PL075P";"P";
"2008";"J2005PL075P";"BI";
"2008";"J2005PL075P";"P";
"2008";"S2005PL075P";"BI";
"2008";"S2005PL075P";"P";
"2008";"D2005PL100P";"BI";
"2008";"D2005PL100P";"P";
"2008";"M2006PL125P";"BI";
"2008";"M2006PL125P";"P";"2"
"2008";"J2006PL15P0";"BI";
"2008";"J2006PL15P0";"P";"1.9"
"2008";"S2006PL175P";"BI";
"2008";"S2006PL175P";"P";"1.6"
"2008";"D2006PL200P";"BI";
"2008";"D2006PL200P";"P";"0.9"
"2008";"M2007PL225P";"BI";
"2008";"M2007PL225P";"P";"1.4"
"2008";"J2007PL250P";"BI";
"2008";"J2007PL250P";"P";"1.5"
"2008";"S2007PL275P";"BI";
"2008";"S2007PL275P";"P";"1.5"
"2008";"D2007PL275P";"BI";
"2008";"D2007PL275P";"P";"1.7"
"2008";"M2008PL275P";"BI";
"2008";"M2008PL275P";"P";"2"
"2008";"J2008PL275P";"BI";
"2008";"J2008PL275P";"P";"2.7"
"2008";"S2008PL275P";"BI";
"2008";"S2008PL275P";"P";"2.7"
"2008";"D2008PL050P";"BI";
"2008";"D2008PL050P";"P";"2.5"
"2008";"M2009PL025P";"BI";"2.5"
"2008";"M2009PL025P";"P";
"2008";"J2009PL025P";"BI";"2.5"
"2008";"J2009PL025P";"P";
"2008";"S2009PL025P";"BI";"2.5"
"2008";"S2009PL025P";"P";
"2008";"D2009PL025P";"BI";"2.4"
"2008";"D2009PL025P";"P";
"2008";"M2010PL025P";"BI";"2.4"
"2008";"M2010PL025P";"P";
"2008";"J2010PL025P";"BI";"2.4"
"2008";"J2010PL025P";"P";
"2008";"S2010PL025P";"BI";"2.4"
"2008";"S2010PL025P";"P";
"2008";"D2010PL025P";"BI";"2.4"
"2008";"D2010PL025P";"P";
"2008";"M2011PL025P";"BI";"2.4"
"2008";"M2011PL025P";"P";
"2008";"J2011PL025P";"BI";"2.4"
"2008";"J2011PL025P";"P";
"2008";"S2011PL000P";"BI";"2.4"
"2008";"S2011PL000P";"P";
"2008";"D2011PL000P";"BI";"2.4"
"2008";"D2011PL000P";"P";
"2008";"M2012PL000P";"BI";
"2008";"M2012PL000P";"P";
"2008";"J2012PL000P";"BI";
"2008";"J2012PL000P";"P";
"2008";"S2012PL000P";"BI";
"2008";"S2012PL000P";"P";
"2008";"D2012PL000P";"BI";
"2008";"D2012PL000P";"P";
"2008";"M2013PL000P";"BI";
"2008";"M2013PL000P";"P";
"2008";"J2013PL000P";"BI";
"2008";"J2013PL000P";"P";
"2008";"S2013PL000P";"BI";
"2008";"S2013PL000P";"P";
"2008";"D2013PL000P";"BI";
"2008";"D2013PL000P";"P";
"2008";"M2014PL000P";"BI";
"2008";"M2014PL000P";"P";
"2008";"J2014PL000P";"BI";
"2008";"J2014PL000P";"P";
"2008";"S2014PL000P";"BI";
"2008";"S2014PL000P";"P";
"2008";"D2014PL000P";"BI";
"2008";"D2014PL000P";"P";
"2008";"M2015PL075P";"BI";
"2008";"M2015PL075P";"P";
"2008";"J2015PL075P";"BI";
"2008";"J2015PL075P";"P";
"2008";"S2015PL075P";"BI";
"2008";"S2015PL075P";"P";
"2008";"D2015PL075P";"BI";
"2008";"D2015PL075P";"P";
"2008";"M2016PL075P";"BI";
"2008";"M2016PL075P";"P";
"2008";"J2016PL075P";"BI";
"2008";"J2016PL075P";"P";
"2008";"S2016PL075P";"BI";
"2008";"S2016PL075P";"P";
"2008";"D2016PL075P";"BI";
"2008";"D2016PL075P";"P";
"2008";"M2017PL075P";"BI";
"2008";"M2017PL075P";"P";
"2008";"J2017PL075P";"BI";
"2008";"J2017PL075P";"P";
"2008";"S2017PL075P";"BI";
"2008";"S2017PL075P";"P";
"2008";"D2017PL075P";"BI";
"2008";"D2017PL075P";"P";
"2008";"M2018PL075P";"BI";
"2008";"M2018PL075P";"P";
"2008";"J2018PL075P";"BI";
"2008";"J2018PL075P";"P";
"2008";"S2018PL075P";"BI";
"2008";"S2018PL075P";"P";
"2008";"D2018PL075P";"BI";
"2008";"D2018PL075P";"P";
"2008";"M2019PL075P";"BI";
"2008";"M2019PL075P";"P";
"2008";"J2019PP075P";"BI";
"2008";"J2019PP075P";"P";
"2008";"S2019PP075P";"BI";
"2008";"S2019PP075P";"P";
"2008";"D2019PP075P";"BI";
"2008";"D2019PP075P";"P";
"2008";"M2020PP075P";"BI";
"2008";"M2020PP075P";"P";
"2008";"J2020PP075P";"BI";
"2008";"J2020PP075P";"P";
"2008";"S2020PP075P";"BI";
"2008";"S2020PP075P";"P";
"2008";"D2020PP075P";"BI";
"2008";"D2020PP075P";"P";
"2008";"M2021PP075P";"BI";
"2008";"M2021PP075P";"P";
"2008";"J2021POFFP";"BI";
"2008";"J2021POFFP";"P";
"2008";"S2021POFFP";"BI";
"2008";"S2021POFFP";"P";
"2008";"D2021POFFP";"BI";
"2008";"D2021POFFP";"P";
"2008";"M2022POFFP";"BI";
"2008";"M2022POFFP";"P";
"2008";"J2022POFFP";"BI";
"2008";"J2022POFFP";"P";
"2008";"S2022POFFP";"BI";
"2008";"S2022POFFP";"P";
"2008";"D2022POFFP";"BI";
"2008";"D2022POFFP";"P";
"2008";"M2023POFFP";"BI";
"2008";"M2023POFFP";"P";
"2008";"J2023POFFP";"BI";
"2008";"J2023POFFP";"P";
"2008";"S2023POFFP";"BI";
"2008";"S2023POFFP";"P";
"2008";"D2023POFFP";"BI";
"2008";"D2023POFFP";"P";
"2008";"M2024POFFP";"BI";
"2008";"M2024POFFP";"P";
"2008";"J2024POFFP";"BI";
"2008";"J2024POFFP";"P";
"2008";"S2024POFFP";"BI";
"2008";"S2024POFFP";"P";
"2008";"D2024POFFP";"BI";
"2008";"D2024POFFP";"P";
"2008";"M2025POFFP";"BI";
"2008";"M2025POFFP";"P";
"2009";"J2004PL05P";"BI";
"2009";"J2004PL05P";"P";
"2009";"S2004PL075P";"BI";
"2009";"S2004PL075P";"P";
"2009";"D2004PL075P";"BI";
"2009";"D2004PL075P";"P";
"2009";"M2005PL075P";"BI";
"2009";"M2005PL075P";"P";
"2009";"J2005PL075P";"BI";
"2009";"J2005PL075P";"P";
"2009";"S2005PL075P";"BI";
"2009";"S2005PL075P";"P";
"2009";"D2005PL100P";"BI";
"2009";"D2005PL100P";"P";
"2009";"M2006PL125P";"BI";
"2009";"M2006PL125P";"P";
"2009";"J2006PL15P0";"BI";
"2009";"J2006PL15P0";"P";
"2009";"S2006PL175P";"BI";
"2009";"S2006PL175P";"P";
"2009";"D2006PL200P";"BI";
"2009";"D2006PL200P";"P";
"2009";"M2007PL225P";"BI";
"2009";"M2007PL225P";"P";"1.6"
"2009";"J2007PL250P";"BI";
"2009";"J2007PL250P";"P";"1.7"
"2009";"S2007PL275P";"BI";
"2009";"S2007PL275P";"P";"1.8"
"2009";"D2007PL275P";"BI";
"2009";"D2007PL275P";"P";"1.5"
"2009";"M2008PL275P";"BI";
"2009";"M2008PL275P";"P";"1.4"
"2009";"J2008PL275P";"BI";
"2009";"J2008PL275P";"P";"1.7"
"2009";"S2008PL275P";"BI";
"2009";"S2008PL275P";"P";"1.9"
"2009";"D2008PL050P";"BI";
"2009";"D2008PL050P";"P";"0.9"
"2009";"M2009PL025P";"BI";
"2009";"M2009PL025P";"P";"-0.5"
"2009";"J2009PL025P";"BI";
"2009";"J2009PL025P";"P";"-0.5"
"2009";"S2009PL025P";"BI";
"2009";"S2009PL025P";"P";"-0.5"
"2009";"D2009PL025P";"BI";
"2009";"D2009PL025P";"P";"-0.5"
"2009";"M2010PL025P";"BI";"-0.5"
"2009";"M2010PL025P";"P";
"2009";"J2010PL025P";"BI";"-0.5"
"2009";"J2010PL025P";"P";
"2009";"S2010PL025P";"BI";"-0.5"
"2009";"S2010PL025P";"P";
"2009";"D2010PL025P";"BI";"-0.5"
"2009";"D2010PL025P";"P";
"2009";"M2011PL025P";"BI";"-0.5"
"2009";"M2011PL025P";"P";
"2009";"J2011PL025P";"BI";"-0.5"
"2009";"J2011PL025P";"P";
"2009";"S2011PL000P";"BI";"-0.5"
"2009";"S2011PL000P";"P";
"2009";"D2011PL000P";"BI";"-0.5"
"2009";"D2011PL000P";"P";
"2009";"M2012PL000P";"BI";"-0.5"
"2009";"M2012PL000P";"P";
"2009";"J2012PL000P";"BI";"-0.5"
"2009";"J2012PL000P";"P";
"2009";"S2012PL000P";"BI";"-0.5"
"2009";"S2012PL000P";"P";
"2009";"D2012PL000P";"BI";"-0.5"
"2009";"D2012PL000P";"P";
"2009";"M2013PL000P";"BI";
"2009";"M2013PL000P";"P";
"2009";"J2013PL000P";"BI";
"2009";"J2013PL000P";"P";
"2009";"S2013PL000P";"BI";
"2009";"S2013PL000P";"P";
"2009";"D2013PL000P";"BI";
"2009";"D2013PL000P";"P";
"2009";"M2014PL000P";"BI";
"2009";"M2014PL000P";"P";
"2009";"J2014PL000P";"BI";
"2009";"J2014PL000P";"P";
"2009";"S2014PL000P";"BI";
"2009";"S2014PL000P";"P";
"2009";"D2014PL000P";"BI";
"2009";"D2014PL000P";"P";
"2009";"M2015PL075P";"BI";
"2009";"M2015PL075P";"P";
"2009";"J2015PL075P";"BI";
"2009";"J2015PL075P";"P";
"2009";"S2015PL075P";"BI";
"2009";"S2015PL075P";"P";
"2009";"D2015PL075P";"BI";
"2009";"D2015PL075P";"P";
"2009";"M2016PL075P";"BI";
"2009";"M2016PL075P";"P";
"2009";"J2016PL075P";"BI";
"2009";"J2016PL075P";"P";
"2009";"S2016PL075P";"BI";
"2009";"S2016PL075P";"P";
"2009";"D2016PL075P";"BI";
"2009";"D2016PL075P";"P";
"2009";"M2017PL075P";"BI";
"2009";"M2017PL075P";"P";
"2009";"J2017PL075P";"BI";
"2009";"J2017PL075P";"P";
"2009";"S2017PL075P";"BI";
"2009";"S2017PL075P";"P";
"2009";"D2017PL075P";"BI";
"2009";"D2017PL075P";"P";
"2009";"M2018PL075P";"BI";
"2009";"M2018PL075P";"P";
"2009";"J2018PL075P";"BI";
"2009";"J2018PL075P";"P";
"2009";"S2018PL075P";"BI";
"2009";"S2018PL075P";"P";
"2009";"D2018PL075P";"BI";
"2009";"D2018PL075P";"P";
"2009";"M2019PL075P";"BI";
"2009";"M2019PL075P";"P";
"2009";"J2019PP075P";"BI";
"2009";"J2019PP075P";"P";
"2009";"S2019PP075P";"BI";
"2009";"S2019PP075P";"P";
"2009";"D2019PP075P";"BI";
"2009";"D2019PP075P";"P";
"2009";"M2020PP075P";"BI";
"2009";"M2020PP075P";"P";
"2009";"J2020PP075P";"BI";
"2009";"J2020PP075P";"P";
"2009";"S2020PP075P";"BI";
"2009";"S2020PP075P";"P";
"2009";"D2020PP075P";"BI";
"2009";"D2020PP075P";"P";
"2009";"M2021PP075P";"BI";
"2009";"M2021PP075P";"P";
"2009";"J2021POFFP";"BI";
"2009";"J2021POFFP";"P";
"2009";"S2021POFFP";"BI";
"2009";"S2021POFFP";"P";
"2009";"D2021POFFP";"BI";
"2009";"D2021POFFP";"P";
"2009";"M2022POFFP";"BI";
"2009";"M2022POFFP";"P";
"2009";"J2022POFFP";"BI";
"2009";"J2022POFFP";"P";
"2009";"S2022POFFP";"BI";
"2009";"S2022POFFP";"P";
"2009";"D2022POFFP";"BI";
"2009";"D2022POFFP";"P";
"2009";"M2023POFFP";"BI";
"2009";"M2023POFFP";"P";
"2009";"J2023POFFP";"BI";
"2009";"J2023POFFP";"P";
"2009";"S2023POFFP";"BI";
"2009";"S2023POFFP";"P";
"2009";"D2023POFFP";"BI";
"2009";"D2023POFFP";"P";
"2009";"M2024POFFP";"BI";
"2009";"M2024POFFP";"P";
"2009";"J2024POFFP";"BI";
"2009";"J2024POFFP";"P";
"2009";"S2024POFFP";"BI";
"2009";"S2024POFFP";"P";
"2009";"D2024POFFP";"BI";
"2009";"D2024POFFP";"P";
"2009";"M2025POFFP";"BI";
"2009";"M2025POFFP";"P";
"2010";"J2004PL05P";"BI";
"2010";"J2004PL05P";"P";
"2010";"S2004PL075P";"BI";
"2010";"S2004PL075P";"P";
"2010";"D2004PL075P";"BI";
"2010";"D2004PL075P";"P";
"2010";"M2005PL075P";"BI";
"2010";"M2005PL075P";"P";
"2010";"J2005PL075P";"BI";
"2010";"J2005PL075P";"P";
"2010";"S2005PL075P";"BI";
"2010";"S2005PL075P";"P";
"2010";"D2005PL100P";"BI";
"2010";"D2005PL100P";"P";
"2010";"M2006PL125P";"BI";
"2010";"M2006PL125P";"P";
"2010";"J2006PL15P0";"BI";
"2010";"J2006PL15P0";"P";
"2010";"S2006PL175P";"BI";
"2010";"S2006PL175P";"P";
"2010";"D2006PL200P";"BI";
"2010";"D2006PL200P";"P";
"2010";"M2007PL225P";"BI";
"2010";"M2007PL225P";"P";
"2010";"J2007PL250P";"BI";
"2010";"J2007PL250P";"P";
"2010";"S2007PL275P";"BI";
"2010";"S2007PL275P";"P";
"2010";"D2007PL275P";"BI";
"2010";"D2007PL275P";"P";
"2010";"M2008PL275P";"BI";
"2010";"M2008PL275P";"P";"1.4"
"2010";"J2008PL275P";"BI";
"2010";"J2008PL275P";"P";"1.3"
"2010";"S2008PL275P";"BI";
"2010";"S2008PL275P";"P";"1.3"
"2010";"D2008PL050P";"BI";
"2010";"D2008PL050P";"P";"0.5"
"2010";"M2009PL025P";"BI";
"2010";"M2009PL025P";"P";"0.1"
